Organisational Code,Organisation Name,Reference no,Lot title,Lot description,Company name,Registration number,SME,VCS,Contact name,Postcode,Reference no2,Lots,Title,Department,Buyer,Description,Description of the geographical coverage,Start date,End date,Awarded date,Review date,Appraisal date,Display until date,Visibility,Initial contract period (months),Total option to extend (months),Total contract period (months),Available No. of Ext.,Available extension details,Taken No. of Ext.,Taken Extension details,Estimated value,Estimated annual value,VAT not recovered,Internal ID,Primary contact,Process used,OJEU,Open to other organisations,Participating organisations,Central purchasing body,Framework type,Keywords,Categories,Public notes,Portal notes,Private notes
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492553, N/A , N/A , Sheiling Thornbury School ,497029,FALSE,  ,Redacted, BS35 1HP,DN492553,1,"Multiple SEND Independent Non Maintained School Placement Requests Aurora Hedgeway, Sheiling School",People,Bristol City Council,"Multiple SEND Independent Non Maintained School Placement Requests Aurora Hedgeway, Sheiling School",,44075,45169,,44804,,45169,Public,36,N/A,36,,,0,,"£237,171.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"SEND, Aurora, Sheiling","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492557, N/A , N/A , Network Rail ,2904587,FALSE,  ,Redacted, NW1 2DN,DN492557,1,Bedminster Green River Restoration,Growth & Regeration,Bristol City Council,Bedminster Green River Restoration,,44060,44287,44055,44197,,44651,Public,8,N/A,8,,,0,,"£10,000.00",£0.00,£0.00,PR0890,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492648, N/A , N/A , Panolin UK LTD ,3942768,FALSE,  ,Redacted, LS12 6LN,DN492648,1,Entrance Lock - South inner HPU - Replacement hydraulic oil,Resources,Bristol City Council,Entrance Lock - South inner HPU - Replacement hydraulic oil,,44060,44060,44055,44060,,44286,Public,1,N/A,1,,,0,,"£6,852.00",£0.00,£0.00,PR0892,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492921, N/A , N/A , Arthur J. Gallagher Insurance Brokers Ltd , SC108909 and 1193013 ,FALSE, N/A ,Redacted, EC4N 8AW,DN492921,1,Environmental Liability Policy - Wind Turbines,Business Change,Bristol City Council,"Gallagher ( broker) successfully selected CHUBB as the insurer for the above requirement.

The 3 year environmental liability policy for the Wind Turbines in Avonmouth is due for
renewal on the 21st August 2020. 
Bristol City Council will pay Gallaghers f(appointed broker) first for this requirement and then Gallaghers would then transfer the funds to Selected insurer (CHUBB) for the insurance service.

PRF approved and completed PRO651",,44056,45159,44056,45047,,45159,Organisation,36,N/A,36,,,0,,"£70,000.00",£0.00,£0.00,,Redacted,Other (The money would be paid to Gallaghers first who then will transfer the required funds to CHUBB as selected insurer for this requirement.),No,No,,Bristol City Council,N/A,,"84100000 - Development finance, 84101500 - Development assistance, 84101600 - Aid financing, 84000000 - Financial and Insurance Services",,The money would be paid to Gallaghers first who then will transfer the required funds to CHUBB as selected insurer for this requirement.,Gallagher selected CHUBB as the insurer for the Environmental liability insurance
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494053, N/A , N/A , Altaroute Limited ,1381677,FALSE,  ,Redacted, BS37 7PA,DN494053,1,Plimsol Swing Bridge Electrical Compliance (HSE/Electricity at Works Act) Phase 1,Growth & Regeration,Bristol City Council,Plimsol Swing Bridge Electrical Compliance (HSE/Electricity at Works Act) Phase 1,,44044,44409,44062,44317,,44651,Public,12,N/A,12,,,0,,"£14,885.00",£0.00,£0.00,PR0908,Redacted,RFQ,No,No,,Bristol City Council,N/A,,72154300 - Motive and electrical power generation equipment maintenance and repair services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494096, N/A , N/A , Destination Bristol , GB728913116 ,FALSE,  ,Redacted,  BS8 3RA,DN494096,1,Movement and Spend Data,Growth & Regeration,Bristol City Council,Movement and Spend Data,,44067,44067,44062,44067,,44286,Public,1,N/A,1,,,0,,"£15,000.00",£0.00,£0.00,PR0909,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81112000 - Data services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494121, N/A , N/A , LinkedIn , N/A ,FALSE, N/A ,Redacted, Dublin 2,DN494121,1,60 X LinkedIn Licences,Business Change,Bristol City Council,LinkedIn Learning licences for IT department,,44064,44428,44062,44409,,44428,Organisation,12,12,24,1,Period: 12 months | Estimated start date: 21/08/2021 | Estimated end date: 20/08/2022 | Comment: extension can be taken if £25k value not reached,0,,"£25,000.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,81111500 - Software or hardware engineering,,,"Initial purchase of 60 Licences at value of £9,600.

Spend can be up to £25k so can be extended for a further 12 months if no further lIcences have been purchased and spend reached £25k"
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494371, N/A , N/A , BCFM Ltd , . ,FALSE,  ,Redacted, BS5 6AW,DN494371,1,Citizen Journalist project with BCfm and UOSH,Growth & Regeration,Bristol City Council,Citizen Journalist project with BCfm and UOSH,,44061,44331,44063,44242,,44651,Public,9,N/A,9,,,0,,"£6,533.89",£0.00,£0.00,PR0912,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"80160000 - Business administration services, 70160000 - Wildlife and flora, 70111700 - Parks and gardens and orchards, 93141700 - Culture, 83121500 - Libraries",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494467, N/A , N/A , Gallaghers , . ,FALSE,  ,Redacted, .,DN494467,1,Bristol Holdings - D&O Insurance,Resources,Bristol City Council,Bristol Holdings - D&O Insurance,,44024,44388,44016,44297,,44651,Public,12,N/A,12,,,0,,"£20,000.00",£0.00,£0.00,PR0915,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"84100000 - Development finance, 84101500 - Development assistance, 84101600 - Aid financing, 84000000 - Financial and Insurance Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494483, N/A , N/A , Black South West Network ,1123633,FALSE, N/A ,Redacted, BS5 0HE,DN494483,1,Transatlantic Slavery Legacy Research Commission,Growth & Regeration,Bristol City Council,Transatlantic Slavery Legacy Research Commission,,44075,44316,44063,44227,,44651,Public,8,N/A,8,,,0,,"£15,410.00",£0.00,£0.00,PR0916,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,85131500 - Experimental medicine services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494492, N/A , N/A , Turner &amp; Townsend Project Management Limited ,2165592,FALSE,  ,Redacted, BS1 6NL,DN494492,1,Colston Hall refurbishment project review,Growth & Regeration,Bristol City Council,Colston Hall refurbishment project review,,44055,44094,44063,44044,,44286,Public,2,N/A,2,,,0,,"£19,500.00",£0.00,£0.00,PR0917,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494620, N/A , N/A , eco50 ,12086443,FALSE, N/A ,Redacted, NN3 3BX,DN494620,1,Construction contract and project management - Castle Park Depot Energy Centre,Growth & Regeration,Bristol City Council,Construction contract and project management - Castle Park Depot Energy Centre,,44067,44347,44064,44255,,44651,Public,9,N/A,9,,,0,,"£24,000.00",£0.00,£0.00,PR0918,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,72000000 - Building and Construction and Maintenance Services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494650, N/A , N/A , Bagnalls ,1042422,FALSE,  ,Redacted, BS13 7JL,DN494650,1,Repairs works to property,Growth & Regeration,Bristol City Council,repairs works to property,,44075,44136,44064,44105,,44286,Public,3,N/A,3,,,0,,"£5,108.00",£0.00,£0.00,PR0923,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN494719, N/A , N/A , Black South West Network ,1123633,FALSE, N/A ,Redacted, BS5 0HE,DN494719,1,BAME Enterprise Hub Feasibility,Growth & Regeration,Bristol City Council,BAME Enterprise Hub Feasibility,,44053,44227,44046,44136,,44286,Public,6,N/A,6,,,0,,"£15,000.00",£0.00,£0.00,PR0925,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495069, N/A , N/A , Sheiling Thornbury School ,497029,FALSE,  ,Redacted, BS35 1HP,DN495069,1,SEND Independent Non Maintained School Placement Request at Sheiling  School,People,Bristol City Council,SEND Independent Non Maintained School Placement Request at Sheiling  School,,44025,44804,44067,44439,,45169,Public,24,N/A,24,,,0,,"£233,459.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Sheiling,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495537, N/A , N/A , The Natural History Museum Trading Company Ltd  ,2090192,FALSE,  ,Redacted, SW7 5BD,DN495537,1,Wildlife Photographer of the Year Exhibition.,Growth & Regeration,Bristol City Council,Wildlife Photographer of the Year Exhibition.,,44075,45900,44069,45535,,46022,Public,60,N/A,60,,,0,,"£100,000.00",£0.00,£0.00,PR0799,Redacted,Other (Direct Award - As there is only one provider and it is an Acquisition of Art.),No,No,,Bristol City Council,N/A,"Wildlife, Photographer",80141600 - Sales and business promotion activities,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495576, N/A , N/A , A.P.E Fire &amp; Security Ltd ,5507853,FALSE, N/A ,Redacted, BS11 9JF,DN495576,1,Eastville Depot Vehicular Gate,Growth & Regeration,Bristol City Council,Eastville Depot Vehicular Gate,,44075,44166,44069,44136,,44286,Public,4,N/A,4,,,0,,"£5,290.00",£0.00,£0.00,PR0938,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"23210000 - Electronic manufacturing machinery and equipment and accessories, 23211000 - Electronic assembly machinery and support equipment, 23211100 - Electronic manufacturing and processing machinery",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495590, N/A , N/A , Aurora ASD Limited T/A Aurora Hedgeway ,9804089,FALSE,  ,Redacted, BS35 4JN,DN495590,1,Multiple SEND Independent Non Maintained School Placement Requests Aurora ASD Limited,People,Bristol City Council,Multiple SEND Independent Non Maintained School Placement Requests Aurora ASD Limited,,44075,45169,44069,44804,,45169,Public,36,N/A,36,,,0,,"£159,000.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Aurora,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495602, N/A , N/A , Civica UK Ltd ,168868,FALSE, N/A ,Redacted, DY8 5YS,DN495602,1,BCC Mobysoft Server Set Up,Resources,Bristol City Council,BCC Mobysoft Server Set Up,,44055,44421,44048,44328,,44651,Public,12,N/A,12,,,0,,"£9,403.87",£0.00,£0.00,PR0939,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,43233500 - Information exchange software,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495628, N/A , N/A , European Asbestos Services ,2933074,FALSE, N/A ,Redacted, TW16 7EF,DN495628,1,Invitation to Mini-Competition for the removal of Toilet Cisterns and Bath Panels containing asbestos reinforced materials,Growth & Regeration,Bristol City Council,Invitation to Mini-Competition for the removal of Toilet Cisterns and Bath Panels containing asbestos reinforced materials,,44071,44104,44078,44078,,44442,Public,1,N/A,1,,,0,,£100.00,£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72100000 - Building and facility maintenance and repair services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , Dayfold Group ,1487784,FALSE,  ,Redacted, BH31 6BE,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , ESP Colour Ltd ,3513763,FALSE,  ,Redacted, SN2 8XU,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , Optichrome Ltd ,748294,FALSE,  ,Redacted, GU21 5HX,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , Taylor Brother (Bristol) Ltd ,331333,FALSE,  ,Redacted, BS4 4EU,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , The Gemini Print Southern Ltd ,8530704,FALSE,  ,Redacted, BN3 6NZ,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , Whitehall Printing Co. (Avon) Ltd ,1293301,FALSE,  ,Redacted, BS5 0BW,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495789, N/A , N/A , Zenith Packaging Ltd ,5182330,FALSE,  ,Redacted, CF37 5SX,DN495789,1,Framework Agreement for Print Services,Resources,Bristol City Council,Framework Agreement for Print Services.,,44092,44637,44088,44531,,44637,Organisation,18,N/A,18,,,0,,"£600,000.00",£0.00,£0.00,PR0413,Redacted,RFQ,No,No,,Bristol City Council,Framework,,,,,"This is a collaborative agreement with B&NES and UWE.
It has been running for 18 months and we have only just got approval to join hence the contract dates reflect 18 months when we joined."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495822, N/A , N/A , IP Performance Ltd ,2973659,FALSE, N/A ,Redacted, BS41 9LW,DN495822,1,Pulse Secure Support,Business Change,Bristol City Council,Purchasing support for PulseSecure Load balancers (servers),,44103,45197,44070,45139,,45563,Organisation,12,24,36,2,"Period: 12 months | Estimated start date: 29/09/2021 | Estimated end date: 28/09/2022 | Comment: 1st extension, Period: 12 months | Estimated start date: 29/09/2022 | Estimated end date: 28/09/2023 | Comment: 2nd extension",0,,"£80,000.00","£19,000.00",£0.00,PR0936,Redacted,"Other (Direct Award via G-Cloud 11

The service ID number is 7521 7670 5277 934.


https://www.digitalmarketplace.service.gov.uk/g-cloud/services/752176705277934)",No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495887, N/A , N/A , The Nelson Trust ,3211815,FALSE,  ,Redacted, GL5 2QJ,DN495887,1,Residentail rehab call off contract - 2801,People,Bristol City Council,Call off from residential rehab framework,,44070,44154,44070,44123,,44154,Public,3,N/A,3,,,0,,"£8,388.00",£0.00,£0.00,,Redacted,Other (Call off from residential rehab framework),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495949, N/A , N/A , SHEILING SCHOOL THORNBURY ,497029,FALSE,  ,Redacted, BS35 1HP,DN495949,1,SEND Independent Non Maintained School Placement Request Sheiling,People,Bristol City Council,SEND Independent Non Maintained School Placement Request Sheiling,,44025,44804,44022,44439,,44804,Public,37,N/A,37,,,0,,"£438,808.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Sheiling,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495961, N/A , N/A , Anthesis (UK) Ltd ,3384793,FALSE, N/A ,Redacted, SE1 4GT,DN495961,1,Heat Decarbonisation in Remote Buildings,Growth & Regeration,Bristol City Council,Heat Decarbonisation in Remote Buildings,,44063,44135,44056,44104,,44286,Public,2,N/A,2,,,0,,"£10,290.00",£0.00,£0.00,PR0942,Redacted,Other (Contract £5-15k),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN495984, N/A , N/A , T.E.W. SOFTWARE SOLUTIONS LIMITED ,4346658,FALSE,  ,Redacted, WS14 0ED,DN495984,1,itelligent-i - Support and Managed Services Proposal,Resources,Bristol City Council,itelligent-i - Support and Managed Services Proposal,,44075,44805,44068,44621,,45016,Public,24,N/A,24,,,0,,"£135,000.00",£0.00,£0.00,PR0919,Redacted,"Other (Compliant exception: Competition absent for technical
reasons)",No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496252, N/A , N/A , ADT Fire And Security PLC , GB413633086 ,FALSE,  ,Redacted, M40 4BH,DN496252,1,Fire alarm works at TBYS,Growth & Regeration,Bristol City Council,Fire alarm works at TBYS,,44075,44084,44071,44080,,44286,Public,1,N/A,1,,,0,,"£9,942.82",£0.00,£0.00,PR0945,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496262, N/A , N/A , WS Atkins  ,688424,FALSE,  ,Redacted, BS32 4RZ,DN496262,1,KnowleDGE Due Diligence (Technical - Stage 2),Growth & Regeration,Bristol City Council,KnowleDGE Due Diligence (Technical - Stage 2),,44044,44078,44071,44073,,44286,Public,1,N/A,1,,,0,,"£10,750.00",£0.00,£0.00,PR0946,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496269, N/A , N/A , Earnsby Ltd ,11739835,FALSE,  ,Redacted, BS37 6QF,DN496269,1,Hand Arm Vibration Testing of Equipment in Cemeteries,Growth & Regeration,Bristol City Council,Hand Arm Vibration Testing of Equipment in Cemeteries,,44071,44104,44071,44080,,44286,Public,1,N/A,1,,,0,,"£5,950.00",£0.00,£0.00,PR0947,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496458, N/A , N/A , Jisc Services Ltd ,5747339,FALSE, N/A ,Redacted, BS2 0JA,DN496458,1,Janet Network Connection,Resources,Bristol City Council,Janet Network Connection,,44023,45117,44023,43922,,45382,Public,36,N/A,36,,,0,,"£18,000.00",£0.00,£0.00,PR0951,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"43220000 - Data Voice or Multimedia Network Equipment or Platforms and Accessories, 43221600 - Digital subscriber loop DSL access equipment and components and accessories, 43221700 - Fixed network equipment and components, 43221800 - Optical network devices, 43222500 - Network security equipment, 43222600 - Network service equipment, 43223300 - Datacom and network connectivity installation devices and equipment",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496487, N/A , N/A , Hudson Plumbing &amp; Heating Services Ltd ,4802304,FALSE,  ,Redacted, BS13 7TE,DN496487,1,"External works to 27 Merlin Close which include ramping, hard standing and drive extension",Growth & Regeration,Bristol City Council,"External works to 27 Merlin Close which include ramping, hard standing and drive extension",,44062,44088,44075,44080,,44286,Public,1,N/A,1,,,0,,"£24,500.00",£0.00,£0.00,PR0952,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496493, N/A , N/A , Trevi House ,3719502,FALSE,  ,Redacted, PL4 6BW,DN496493,1,Residentail rehab call off contract - 28769,People,Bristol City Council,Call off from residential rehab framework,,44046,44137,44075,44106,,44137,Public,3,N/A,3,,,0,,"£12,960.00",£0.00,£0.00,,Redacted,Other (Call off from residential rehab framework),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496495, N/A , N/A , Mercia Care Homes Limited ,4747333,FALSE,  ,Redacted, BS23 2AX,DN496495,1,Residentail rehab call off contract - 6722,People,Bristol City Council,Call off from residential rehab framework,,44083,44181,44075,44151,,44181,Public,3,N/A,3,,,0,,"£13,000.00",£0.00,£0.00,,Redacted,Other (Call off from residential rehab framework),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496496, N/A , N/A , CSL Group ,3155883,FALSE, N/A ,Redacted, UB9 6NZ,DN496496,1,CSL Dualcom secure alarms and sim cards 21082020,Growth & Regeration,Bristol City Council,CSL Dualcom secure alarms and sim cards 21082020,,44064,44429,44075,44317,,44651,Public,12,N/A,12,,,0,,"£20,000.00",£0.00,£0.00,PR0953,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496509, N/A , N/A , Audionation-UK Ltd ,6600546,FALSE, N/A ,Redacted, BS22 9UU,DN496509,1,Public Information display screens outside Bristol Museum & Gallery,Growth & Regeration,Bristol City Council,Public Information display screens outside Bristol Museum & Gallery,,44075,44136,44075,44105,,44286,Public,2,N/A,2,,,0,,"£7,736.00",£0.00,£0.00,PR0954,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,Value of the contract record increased as per the attached PRF (JS).
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496838, N/A , N/A , Ashcroft Services Ltd ,3627299,FALSE,  ,Redacted, BS3 2EB,DN496838,1,Refurbishment of community room at Berrycroft House,Growth & Regeration,Bristol City Council,Refurbishment of community room at Berrycroft House,,44044,44071,44044,44058,,44286,Public,1,N/A,1,,,0,,"£7,062.00",£0.00,£0.00,PR0955,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496886, N/A , N/A , Snape Construction ,2451253,FALSE,  ,Redacted, GL52 7DG,DN496886,1,Snape Ltd - Responsive Repairs - Backlog repairs,Growth & Regeration,Bristol City Council,See PRF form attached,,44076,44286,44076,44256,,44286,Organisation,6,N/A,6,,,0,,"£25,000.00",£0.00,£0.00,,Redacted,Other (PRF form attached.),No,No,,Bristol City Council,N/A,,"73120000 - Metal and mineral industries, 73121500 - Metal smelting and refining and forming processes, 73121600 - Metal finishing",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN496889, N/A , N/A , Masters Pipeline Services Ltd ,4683057,FALSE,  ,Redacted, BS3 2UN,DN496889,1,Masters Pipeline Services Ltd - Responsive Repairs - Emergency Repairs,Growth & Regeration,Bristol City Council,See PRF attached,,44076,44165,44076,44136,,44165,Organisation,3,N/A,3,,,0,,"£25,000.00",£0.00,£0.00,,Redacted,Other (Via PRF form attached),No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497134, N/A , N/A , Gas Flare Services Ltd ,5307348,FALSE,  ,Redacted, BS5 7XH,DN497134,1,Gas Flare - Training & Accreditation,Growth & Regeration,Bristol City Council,Gas Flare - Training & Accreditation,,44077,44442,44077,43982,,44651,Public,12,N/A,12,,,0,,"£12,000.00",£0.00,£0.00,PR0959,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"86101800 - In service training and manpower development, 86132200 - Educational support services, 86141500 - Educational guidance services, 86000000 - Education and Training Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497143, N/A , N/A , Balkar Lighting Ltd ,7867414,FALSE,  ,Redacted, N20 0QL,DN497143,1,Update Mshed lighting system so that the back end runs on windows 10,Growth & Regeration,Bristol City Council,Update Mshed lighting system so that the back end runs on windows 10,,44077,44168,44077,44105,,44286,Public,4,N/A,4,,,0,,"£8,000.00",£0.00,£0.00,PR0960,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497145, N/A , N/A , Ocean Laundry ,10985840,FALSE,  ,Redacted, BS15 8JE,DN497145,1,Supply Overalls for Vehicle Mechanics,Resources,Bristol City Council,Supply Overalls for Vehicle Mechanics,,44077,45927,44077,43983,,46112,Public,60,N/A,60,,,0,,"£24,700.00",£0.00,£0.00,PR0961,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,53101800 - Coats and jackets,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN497218, N/A , N/A , Easton Bevins Ltd ,6376992,FALSE, N/A ,Redacted, BS14 0BB,DN497218,1,Phase 2 independent checks of BCC high rise clad blocks,Growth & Regeration,Bristol City Council,Phase 2 independent checks of BCC high rise clad blocks,,44088,44227,44078,44105,,44286,Public,4,N/A,4,,,0,,"£24,999.00",£0.00,£0.00,PR0963,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
