"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-09-06","ZZC277975","1","6870","KIDS","150000","Consultancy   ","Professional Fees","Services to People","SEN – Parent Partnership","37500"
"2017-09-06","ZZC277991","1","1339","Stockport NHS Foundation Trust","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","PH-Children and YP","5000"
"2017-09-13","ZZC278320","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19100"
"2017-09-13","ZZC278322","1","12180","Acorn Care and Education","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19500"
"2017-09-13","ZZC278324","1","12171","KEYS CHILDCARE LTD","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","20401"
"2017-09-13","ZZC278328","1","12268","Dunham Trust for The Orchards","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","6400"
"2017-09-13","ZZC278329","1","12268","Dunham Trust for The Orchards","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","7900"
"2017-09-13","ZZC278330","1","12268","Dunham Trust for The Orchards","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","7900"
"2017-09-13","ZZC278331","1","11958","PIPER HILL SCHOOL","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","10500"
"2017-09-13","ZZC278332","1","12265","Lancasterian School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8900"
"2017-09-13","ZZC278333","1","12265","Lancasterian School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8900"
"2017-09-13","ZZC278334","1","12265","Lancasterian School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8200"
"2017-09-13","ZZC278335","1","9456","Grange School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8000"
"2017-09-13","ZZC278336","1","9456","Grange School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8000"
"2017-09-13","ZZC278337","1","9456","Grange School","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8000"
"2017-09-13","ZZC278339","1","4190","Derbyshire County Council","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","8700"
"2017-09-13","ZZC278344","1","7167","Cheshire East Borough Council.","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","7200"
"2017-09-13","ZZC278345","1","11231","St John's Wood Academy","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","17600"
"2017-09-13","ZZC278351","1","11209","Progress Care and Education Lt","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","60100"
"2017-09-13","ZZC278352","1","11438","Cruckton Hall Ltd","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","121800"
"2017-09-13","ZZC278353","1","11914","WEST KIRBY RESIDENTIAL SCHOOL","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","SEN Independent School Fees Non Maintained Sch","52050"
"2017-09-18","ZZC278537","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","19313.2"
"2017-09-18","ZZC278538","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","25636.9"
"2017-09-18","ZZC278539","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","23177"
"2017-09-18","ZZC278540","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","23285.1"
"2017-09-18","ZZC278541","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","24279.5"
"2017-09-18","ZZC278542","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","18928.8"
"2017-09-18","ZZC278543","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","24522.3"
"2017-09-18","ZZC278544","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","29412.4"
"2017-09-18","ZZC278545","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","25856.1"
"2017-09-18","ZZC278546","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","24522.3"
"2017-09-18","ZZC278552","1","1722","The Together Trust Centre","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","Lea-Sen Independent School Fees","22597.7"
"2017-09-18","ZZC278583","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8000"
"2017-09-18","ZZC278588","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","24000"
"2017-09-21","ZZC278782","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Fees and Charges","Services to People","PH-Health Protection","20000"
"2017-09-21","ZZC278803","1","11308","Chroma Therapies Ltd","150000","Consultancy   ","Professional Fees","Services to People","FP – Adoption Support Fund","10000"
"2017-09-27","ZZC279096","1","12263","Ashgate Specialist Support Pri","170000","Education  ","Third party payments - Public Sector","Services to People","Lea-Other Local Authorities","5490.66"
"2017-09-28","ZZC279178","1","3529","Solutions SK Ltd","192200","Facilities & Management Services Security ","Security","Services to People","Central House","1913.6"
"2017-09-28","ZZC279178","2","3529","Solutions SK Ltd","192200","Facilities & Management Services Security ","Security","Services to People","Central House","2870.4"
"2017-09-28","ZZC279178","3","3529","Solutions SK Ltd","192200","Facilities & Management Services Security ","Security","Services to People","Central House","382.72"
"2017-07-03","ZZP274786","1","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Bulk Containers","3450"
"2017-07-03","ZZP274786","2","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Bulk Containers","3500"
"2017-07-04","ZZP274801","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP St Marys Way/Hempshaw Lane - On Site","206525"
"2017-07-04","ZZP274802","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP A6/Higher Hillgate/Hempshaw Lane - On Site","85967.5"
"2017-07-04","ZZP274806","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP St Marys Way/New Bridge Lane - On Site","106546"
"2017-07-04","ZZP274866","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","1906 Mill Lane Cemetery Infrastructure Works 2017/","9963.35"
"2017-07-05","ZZP274928","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","5344.74"
"2017-07-05","ZZP274930","1","10786","Market Place Management Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Market General","51324"
"2017-07-05","ZZP274930","2","10786","Market Place Management Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Market General","18057"
"2017-07-05","ZZP274930","3","10786","Market Place Management Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Market General","2700"
"2017-07-05","ZZP274931","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Bramall Hall Phase 2 – Capital Works","32271"
"2017-07-06","ZZP275002","1","3296","Pro Audio Systems","110000","Catering  ","Catering Supplies","Corporate and Support Services","Town Hall Events","5126"
"2017-07-06","ZZP275027","1","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Brown Wheelie Bins","6590.5"
"2017-07-06","ZZP275027","2","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Blue Wheelie Bins","6590.5"
"2017-07-10","ZZP275108","1","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","980"
"2017-07-10","ZZP275108","2","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","2128"
"2017-07-10","ZZP275108","3","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","65"
"2017-07-10","ZZP275108","4","223","Groundwork Landscapes Ltd","240000","Horticultural  ","Grounds Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","4930"
"2017-07-11","ZZP275210","1","6116","Atkins Limited","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","10234"
"2017-07-11","ZZP275211","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Capital Expenditure","097 Cheadle Lane Culvert","9916"
"2017-07-11","ZZP275212","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","STCAP 303 King St West (Gradwell Street to R. Mers","15244.7"
"2017-07-12","ZZP275259","1","5835","Virgin Media Access Network Pl","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","STCAP 402 Knightsbridge and Great Portwood St - On","87611"
"2017-07-12","ZZP275260","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","Main Contractor DD - On Site","35880"
"2017-07-12","ZZP275261","1","5915","Atkins Global","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","30520"
"2017-07-12","ZZP275287","1","8718","HollissVincent","280000","Legal Services  ","Legal Fees","Services to Place","Retail Planning appeals","14919.1"
"2017-07-12","ZZP275294","1","10562","Kinetic Solutions Ltd","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Corporate and Support Services","Stockport Art Gallery-Access","7000"
"2017-07-12","ZZP275296","1","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Avondale","32017"
"2017-07-12","ZZP275296","2","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Avondale","29717"
"2017-07-13","ZZP275302","1","7231","BEACON COUNSELLING","311410","Healthcare Occupational Therapy Services ","Fees and Charges","Corporate and Support Services","HR- Occupational Health","80000"
"2017-07-13","ZZP275340","1","9543","Carillion (AMBS) Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","Bridgefield Development - General Costs","7000"
"2017-07-13","ZZP275342","1","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","637.5"
"2017-07-13","ZZP275342","2","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Stockport Art Gallery-Access","127.5"
"2017-07-13","ZZP275342","3","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","190"
"2017-07-13","ZZP275342","4","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Weddings & Functions","680"
"2017-07-13","ZZP275342","5","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","127.5"
"2017-07-13","ZZP275342","6","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Weddings & Functions","190"
"2017-07-13","ZZP275342","7","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","85"
"2017-07-13","ZZP275342","8","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","85"
"2017-07-13","ZZP275342","9","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Town Hall Events","255"
"2017-07-13","ZZP275342","10","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Weddings & Functions","255"
"2017-07-13","ZZP275342","11","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Stockport Art Gallery-Access","2000"
"2017-07-13","ZZP275342","12","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Stockport Art Gallery-Access","190"
"2017-07-13","ZZP275342","13","11128","Fig Creative Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","Stockport Art Gallery-Access","850"
"2017-07-13","ZZP275344","1","4463","TRINITY MIRROR PUBLISHING LTD","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","I&C Communications","6239.58"
"2017-07-13","ZZP275345","1","3290","Royal Mail","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","POD Communications","12071.8"
"2017-07-13","ZZP275364","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","STCAP 907 Lancashire Hill Roundabout - On Site","57664"
"2017-07-14","ZZP275373","1","628","Life Leisure","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Capital Expenditure","Capital Works on Leisure Centres - Avondale","2610"
"2017-07-14","ZZP275373","2","628","Life Leisure","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Capital Expenditure","Capital Works on Leisure Centres - Hazel Grove","5894.14"
"2017-07-14","ZZP275373","3","628","Life Leisure","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Capital Expenditure","Capital Works on Leisure Centres - Romiley","3346"
"2017-07-14","ZZP275373","4","628","Life Leisure","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Capital Expenditure","Capital Works on Leisure Centres - Cheadle","9645.33"
"2017-07-14","ZZP275373","5","628","Life Leisure","181800","Environmental Services Technical Equipment ","Furniture and Equipment","Capital Expenditure","Capital Works on Leisure Centres - Marple","655"
"2017-07-14","ZZP275388","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","5090 Hemphaw Lane Lidl S278 - Design","7043.75"
"2017-07-14","ZZP275401","1","3292","Trinity Mirror Printing Ltd","190000","Facilities & Management Services  ","Office Expenses","Corporate and Support Services","POD Communications","6239.58"
"2017-07-14","ZZP275423","1","628","Life Leisure","999999","Fees and Charges","Fees and Charges","Services to Place","Sports Trust","9900"
"2017-07-17","ZZP275446","1","628","Life Leisure","999999","Fees and Charges","Fees and Charges","Services to Place","Sports Trust","126174"
"2017-07-18","ZZP275483","1","6116","Atkins Limited","150000","Consultancy   ","Professional Fees","Services to Place","Design Framework Staff","16000"
"2017-07-18","ZZP275518","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","5091 Hibbert Lane Roundabout S278 - Design","9560.5"
"2017-07-18","ZZP275530","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","1012C A6MARR CMM - Marple-A6/St Thomas Crossing -","51428.6"
"2017-07-18","ZZP275531","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","0257C Goyt Valley Links - Half Moon Lane - Design","5011"
"2017-07-18","ZZP275532","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","0257A Goyt Valley Links - Dark Lane - Design","12595"
"2017-07-18","ZZP275539","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","0257D Goyt Valley Links - Otterspool Lane - Design","11922.5"
"2017-07-19","ZZP275639","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Flood Event 07/16 - ProW - Construction","28841.4"
"2017-07-20","ZZP275687","1","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Green Wheelie Bins","5745"
"2017-07-20","ZZP275720","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","9390.8"
"2017-07-21","ZZP275727","1","12116","Physio.co.uk","311410","Healthcare Occupational Therapy Services ","Fees and Charges","Corporate and Support Services","POD Occ. Health","60000"
"2017-07-21","ZZP275741","1","11973","Virgin Media Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Trade (Stockport Homes)","5336.53"
"2017-07-21","ZZP275768","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Strategic Culverts - On Site","29438.4"
"2017-07-24","ZZP275801","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Services to Place","Investing in Growth","12442.5"
"2017-07-24","ZZP275802","1","11056","Asset Management Academy Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","TAMP Development & Monitoring - On Site","17800"
"2017-07-24","ZZP275803","1","5915","Atkins Global","150000","Consultancy   ","Professional Fees","Capital Expenditure","STCAP 02 Phase 2 - Project Dev, Mangmt & Mon - Fea","24100"
"2017-07-24","ZZP275805","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","5090 Hemphaw Lane Lidl S278 - On Site","157472"
"2017-07-24","ZZP275806","1","7831","Transport for Gtr M/CR (HFAS)","150000","Consultancy   ","Professional Fees","Capital Expenditure","STCAP 1002 Travel Change - Feasibility","50000"
"2017-07-25","ZZP275852","1","11661","Redeeming Our Communities (Res","150000","Consultancy   ","Professional Fees","Services to Place","Safer Partnerships","8821.25"
"2017-07-26","ZZP275962","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP Market Street & Underbanks Paving - On Site","17223.5"
"2017-07-26","ZZP275964","1","683","AECOM Limited","150000","Consultancy   ","Professional Fees","Capital Expenditure","Flood Event 07/16 - Structures - Feasibility","23187"
"2017-07-26","ZZP275970","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","4143 Arden Primary School - On Site","6200"
"2017-07-26","ZZP275991","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Services to Place","ECS-Buildings Team","30000"
"2017-07-27","ZZP276033","1","902","Bikeright","150000","Consultancy   ","Professional Fees","Services to Place","Highways – Cycle Training","121200"
"2017-07-28","ZZP276059","1","9580","Health Management Ltd","311410","Healthcare Occupational Therapy Services ","Fees and Charges","Corporate and Support Services","POD Occ. Health","120000"
"2017-07-28","ZZP276060","1","815","University of Manchester","260000","Human Resources  ","Staff Training","Corporate and Support Services","Training & Qualifications (A&C)","7200"
"2017-07-28","ZZP276077","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","4143 Arden Primary School - On Site","28000"
"2017-07-28","ZZP276085","1","1273","Water Plus","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","Stockport Sports Village, Woodley - On Site","6296.96"
"2017-07-28","ZZP276086","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Bellway Homes - Jogging Circuit Crescent Park","69102.6"
"2017-07-28","ZZP276106","1","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Priestnall","25331"
"2017-07-28","ZZP276108","1","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Marple","2900"
"2017-07-28","ZZP276108","2","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Romiley","2169"
"2017-07-28","ZZP276108","3","628","Life Leisure","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Condition Works on Leisure Centres - Avondale","2800"
"2017-08-01","ZZP276207","1","304","Massey and Harris(Engineering)","240000","Horticultural  ","Grounds Maintenance","Services to Place","SPECIAL PROJECT 1","6025"
"2017-08-01","ZZP276231","1","6748","GEORGE COX & SONS LTD","390000","Supplies and services","Supplies and services","Capital Expenditure","Strategic Culverts - On Site","6000"
"2017-08-01","ZZP276235","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","5081 Blackberry Lane S278 - On Site","8016.1"
"2017-08-01","ZZP276248","1","10203","PINSENT MASONS LLP","280000","Legal Services  ","Legal Fees","Capital Expenditure","M&U - 20 Great Underbank (White Lion)","7355"
"2017-08-02","ZZP276287","1","7664","UUW PLC","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","Stockport Sports Village, Woodley - On Site","6296.96"
"2017-08-03","ZZP276369","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","0257C Goyt Valley Links - Half Moon Lane - On Site","5000"
"2017-08-03","ZZP276383","1","8249","Creative Concern Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Investing in Growth","11689"
"2017-08-03","ZZP276386","1","5464","ELECTRICITY NORTH WEST LIMITED","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","Stockport Sports Village, Woodley - On Site","11166.7"
"2017-08-04","ZZP276412","1","9543","Carillion (AMBS) Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Stockport Interchange","68570"
"2017-08-06","ZZP276438","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","5074 Werneth High Access Works - On Site","11168.2"
"2017-08-06","ZZP276441","1","8106","Tarmac Building Products Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","STCAP St Marys Way/New Bridge Lane - On Site","27000"
"2017-08-07","ZZP276483","1","11661","Redeeming Our Communities (Res","150000","Consultancy   ","Professional Fees","Services to Place","Safer Partnerships","8821.25"
"2017-08-07","ZZP276484","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Services to Place","Landscape Dev-Werneth Ward Open Spaces","17870.8"
"2017-08-08","ZZP276621","1","7243","Wybone Ltd","350000","Street & Traffic Management  ","Fixtures and Fittings","Services to Place","Public Realm Inspection","9839.52"
"2017-08-08","ZZP276648","1","12193","Greater Manchester Combined Au","150000","Consultancy   ","Professional Fees","Corporate and Support Services","Corporate Policy","5000"
"2017-08-08","ZZP276681","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","ECS-Head of Engineering Consultancy Services","55128.8"
"2017-08-09","ZZP276686","1","865","Bethell Construction Ltd","390000","Supplies and services","Supplies and services","Capital Expenditure","004 A6 Viaduct Waterproofing - On Site","922430"
"2017-08-09","ZZP276716","1","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","190.79"
"2017-08-09","ZZP276716","2","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","81.3"
"2017-08-09","ZZP276716","3","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","3236.71"
"2017-08-09","ZZP276716","4","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","27.1"
"2017-08-09","ZZP276716","5","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","325.2"
"2017-08-09","ZZP276716","6","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","1897.28"
"2017-08-09","ZZP276716","7","7517","Capita Business Services Ltd.","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","995"
"2017-08-09","ZZP276717","1","7517","Capita Business Services Ltd.","150000","Consultancy   ","Professional Fees","Services to Place","PLANNING","40000"
"2017-08-09","ZZP276726","1","2405","Data Space UK Ltd","190000","Facilities & Management Services  ","Office Expenses","Services to Place","PLANNING","10000"
"2017-08-10","ZZP276767","1","12200","Cadent Gas Limited","230000","Highway Equipment & Materials    ","Highways Maintenance","Capital Expenditure","Stockport Sports Village, Woodley - On Site","11046.1"
"2017-08-10","ZZP276789","1","10670","Osborne Richardson","150000","Consultancy   ","Professional Fees","Services to Place","Food & Safety","5000"
"2017-08-10","ZZP276803","1","11525","New Local Government Network","200000","Financial Services  ","Fees and Charges","Corporate and Support Services","Corporate Policy","12000"
"2017-08-11","ZZP276825","1","5384","Pitney Bowes Europe Software L","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Environment-District Group","4950"
"2017-08-11","ZZP276825","2","5384","Pitney Bowes Europe Software L","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Environment-District Group","990"
"2017-08-11","ZZP276835","1","11183","City Car Club t/a Enterprise C","381600","Vehicle Management Hire/Leasing ","Leasing /Transport Hire","Corporate and Support Services","POD – Car Pool Club","19509"
"2017-08-11","ZZP276835","2","11183","City Car Club t/a Enterprise C","381600","Vehicle Management Hire/Leasing ","Leasing /Transport Hire","Corporate and Support Services","POD – Car Pool Club","8361"
"2017-08-11","ZZP276858","1","7802","Craemer UK Ltd","182020","Environmental Services Waste Management","Waste Management Equipment","Services to Place","Green Wheelie Bins","5745"
"2017-08-15","ZZP276952","1","4272","Civica UK Ltd","390000","Supplies and services","Supplies and services","Corporate and Support Services","Bentax","25000"
"2017-08-15","ZZP276974","1","7296","Allpay-Net Ltd","999999","Financial Services","Bank Charges","Corporate and Support Services","U-Misc Finance-Corporate Management","70000"
"2017-08-15","ZZP276976","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Flood Event 07/16 - ProW - Construction","72655.5"
"2017-08-16","ZZP277011","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Services to Place","Highway Structures - Routine and Reactive Maintena","9607.5"
"2017-08-16","ZZP277012","1","3529","Solutions SK Ltd","110000","Catering  ","Expenses and Allowances","Corporate and Support Services","Members Services","10000"
"2017-08-16","ZZP277016","1","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to Place","Skills for Life","6000"
"2017-08-16","ZZP277035","1","10203","PINSENT MASONS LLP","150000","Consultancy   ","Professional Fees","Corporate and Support Services","Merseyway Shopping Centre","30000"
"2017-08-18","ZZP277159","1","219","Arboricultural Treeworks","240000","Horticultural  ","Grounds Maintenance","Services to Place","Policy-Rights Of Way","25618.5"
"2017-08-18","ZZP277166","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Schemes In Parks","15894.1"
"2017-08-21","ZZP277177","1","6967","Wilde Consultants Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","STCAP 502 M60 Junction 1 Improvements - Design","48721.1"
"2017-08-21","ZZP277182","1","304","Massey and Harris(Engineering)","240000","Horticultural  ","Grounds Maintenance","Capital Expenditure","Bellway Homes - Jogging Circuit Crescent Park","5200"
