Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
22/06/2017,ZZP274316,1,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1012C A6MARR CMM - Marple-A6/St Thomas Crossing -,"19,593.73",200304,C.01128.203
22/06/2017,ZZP274317,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"9,700.00",200304,C.00710.203
23/06/2017,ZZP274321,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"15,879.99",200304,C.01152.203
23/06/2017,ZZP274322,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Pothole Repair Fund 2017/18 - Greenspace,"21,447.14",202032,C.01167.203
23/06/2017,ZZP274323,1,433,Mott MacDonald Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"29,900.00",401007,10091
23/06/2017,ZZP274367,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,ECS-Buildings Team,"7,982.20",401600,11961
23/06/2017,ZZP274377,1,433,Mott MacDonald Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,SEMMMS Prep Costs - On Site,"71,330.00",401600,C.00718.203
26/06/2017,ZZP274420,1,628,Life Leisure,999999,Fees and Charges,Fees and Charges,Services to Place,Sports Trust,"8,800.00",401035,11294
27/06/2017,ZZP274505,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP Market Street & Underbanks Paving - On Site,"7,241.59",200304,C.00950.203
28/06/2017,ZZP274509,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"5,225.00",202032,11267
28/06/2017,ZZP274525,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"19,278.00",401007,10091
28/06/2017,ZZP274526,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Bridgefield Street - On Site,"49,210.53",401600,C.00949.203
28/06/2017,ZZP274527,1,11153,Kaarbon Technology Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Capital Expenditure,TAMP Development & Monitoring - Design,"17,230.00",402001,C.00690.202
28/06/2017,ZZP274528,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Bridgefield Street - On Site,"79,961.13",401600,C.00949.203
28/06/2017,ZZP274530,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Pothole Repair Fund 2017/18 - Greenspace,"6,620.17",202032,C.01167.203
30/06/2017,ZZP274661,1,11168,4 Global Consulting Ltd,260000,Human Resources  ,Staff Training,Services to Place,Local Plan Project,"22,400.00",102020,12936
30/06/2017,ZZP274667,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"6,081.06",202032,11267
30/06/2017,ZZP274676,1,3529,Solutions SK Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"54,403.34",400115,C.01152.203
30/06/2017,ZZP274721,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"20,143.69",202055,C.00987.203
20/04/2017,ZZS271487,1,8300,Astun Technologies Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,"ECS-Survey, Cartography and GIS Team","16,250.00",402010,11973
20/04/2017,ZZS271487,2,8300,Astun Technologies Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,"ECS-Survey, Cartography and GIS Team","1,500.00",402010,11973
22/05/2017,ZZS272921,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Development Unit,"7,000.00",402001,11117
30/05/2017,ZZS273282,1,9587,FFT Education Ltd,200000,Financial Services  ,Fees and Charges,Corporate and Support Services,Business Intelligence,"22,518.00",402401,11872
22/06/2017,ZZS274257,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Audit & Risk,"5,963.16",402001,12874
22/06/2017,ZZS274257,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Audit & Risk,"1,064.00",402001,12874
22/06/2017,ZZS274279,1,7830,IEG4  LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"38,124.00",402010,11139
