supplier_name,account_name,service,total_value,Privilege,trade_cat
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,8654.34,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,8654.34,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,8654.34,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,8654.34,Education,80000000
SPRING TECHNOLOGY STAFFING SERVICES LIMITED,MISCELLANEOUS EXPENSES - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,8500,Legal,79418000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,20520,Social,98513300
STHREE PARTNERSHIP LLP,AGENCY STAFF,PROPERTY AND HIGHWAYS,56250,Social,98513300
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,15750,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,5625,Legal,79600000
STHREE PARTNERSHIP LLP,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,7500,Legal,79600000
STHREE PARTNERSHIP LLP,CONSULTANT FEES,NEIGHBOURHOODS AND ENVIRONMENT,48750,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,43500,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,14400,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,21375,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,CUSTOMERS & CORPORATE SERVICES,11113,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,CUSTOMERS & CORPORATE SERVICES,15000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,CUSTOMERS & CORPORATE SERVICES,32300,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,35000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,36000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,28600,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,38500,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,21600,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,29400,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,24750,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,30000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,31500,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,24800,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,6400,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,6420,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,17160,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,21000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,22750,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,7200,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,15600,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,22750,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,21000,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,5760,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,21700,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,51800,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,18200,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,10140,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,36400,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,6160,Legal,79600000
STHREE PARTNERSHIP LLP,CAPITAL SALARIES,NEIGHBOURHOODS AND ENVIRONMENT,7000,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,18480,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,42000,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,5051,Legal,79600000
STHREE PARTNERSHIP LLP,AGENCY STAFF,NEIGHBOURHOODS AND ENVIRONMENT,22500,Legal,79600000
STOCKPORT METROPOLITAN BOROUGH COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE,18000,Health,85320000
STOCKPORT METROPOLITAN BOROUGH COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE,9000,Health,85000000
STOCKPORT METROPOLITAN BOROUGH COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE,18000,Insurance,66510000
STOCKPORT METROPOLITAN BOROUGH COUNCIL,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE,9000,Insurance,66510000
STONE COMPUTERS LIMITED,IT EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,10286,Data,72000000
STONE COMPUTERS LIMITED,IT EQUIPMENT,NEIGHBOURHOODS AND ENVIRONMENT,6790,Data,72000000
STONE COMPUTERS LIMITED,ACTIVITIES,EARLY HELP AND SCHOOLS,8835,Data,72000000
STONE COMPUTERS LIMITED,IT EQUIPMENT,EARLY HELP AND SCHOOLS,7932,Data,72000000
STONE COMPUTERS LIMITED,IT EQUIPMENT,EARLY HELP AND SCHOOLS,7860,Data,72000000
STONE COMPUTERS LIMITED,IT EQUIPMENT,EARLY HELP AND SCHOOLS,10155,Data,30200000
TALKTALK BUSINESS,EQUIPMENT - GENERAL,ECONOMY DIRECTORATE,7647,Data,72000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,30000,Material Handling,43000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,6000,Material Handling,43000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,TRAINING,RESOURCES,7280,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,6696,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,10681,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,9566,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,PH NETWORK COSTS,PUBLIC HEALTH,54797,Material Handling,43000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,PH NETWORK COSTS,PUBLIC HEALTH,47900,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,PH NETWORK COSTS,PUBLIC HEALTH,20862,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SOFTWARE,CUSTOMERS & CORPORATE SERVICES,7100,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,14200,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,ACTIVITIES,ECONOMY DIRECTORATE,9000,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SUBSCRIPTIONS,PHYSICAL DIS & OLDER PEOPLE,5000,Material Handling,43000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,ACTIVITIES,PHYSICAL DIS & OLDER PEOPLE,50000,Transport,34000000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SUBSCRIPTIONS,PHYSICAL DIS & OLDER PEOPLE,5000,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,ACTIVITIES,PHYSICAL DIS & OLDER PEOPLE,50000,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,50000,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SUBSCRIPTIONS,ADULT CARE LCO FUNCTIONS,7500,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SUBSCRIPTIONS,ADULT CARE LCO FUNCTIONS,7500,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,SUBSCRIPTIONS,ADULT CARE LCO FUNCTIONS,7500,Transport,60120000
TAMESIDE METROPOLITAN BOROUGH COUNCIL,FOSTER PARENTS BASIC ALLOWANCE,CHILDREN’S SOCIAL CARE,5540,Transport,34100000
THALES UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,22716,Administration,75220000
THALES UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,5768,State,35420000
THALES UK LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,15120,Equipment,50334400
THE MANCHESTER COLLEGE,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,5830,Legal,79341200
THE PENNINE ACUTE HOSPITALS NHS TRUST,MORTUARY CHARGES,NEIGHBOURHOODS AND ENVIRONMENT,190000,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,OCCUPATIONAL HEALTH,EARLY HELP AND SCHOOLS,10584,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,OCCUPATIONAL HEALTH,EARLY HELP AND SCHOOLS,7836,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,OCCUPATIONAL HEALTH,EARLY HELP AND SCHOOLS,8533,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,8385,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,18260,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,18260,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE ACUTE CONTRACT,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,14969,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,21012,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,21478,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,8938.64,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,10288.9,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,10288.9,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,49779.2,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE CARE CONTRACT,PUBLIC HEALTH,10288.9,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5919,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,6324,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5468,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE ACUTE CONTRACT,PUBLIC HEALTH,10288.9,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5416,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,6431,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5545,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5586,Health,85121251
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,6490,Health,85121251
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,5951,Health,85121251
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH PENNINE ACUTE CONTRACT,PUBLIC HEALTH,10288.9,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,9161,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,6773,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,6888,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,10800,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,12350,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,PH OTHER CONTRACTS,PUBLIC HEALTH,13612,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,OCCUPATIONAL HEALTH,CUSTOMERS & CORPORATE SERVICES,78108,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,PHYSICAL DIS & OLDER PEOPLE,34920,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,458333,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,458333,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,458333,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,458333,Health,85150000
THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,PHYSICAL DIS & OLDER PEOPLE,38400,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,PHYSICAL DIS & OLDER PEOPLE,10000,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,PHYSICAL DIS & OLDER PEOPLE,16666.7,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,PHYSICAL DIS & OLDER PEOPLE,38400,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,PHYSICAL DIS & OLDER PEOPLE,5831,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,PHYSICAL DIS & OLDER PEOPLE,13333.3,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,PHYSICAL DIS & OLDER PEOPLE,20000,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,ADULT CARE LCO FUNCTIONS,39600,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,30000,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,19999.9,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,46800,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,42000,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,8410,Health,85121251
THE PENNINE ACUTE HOSPITALS NHS TRUST,PURCHASE OF FURNITURE AND EQUIPMENT,ADULT CARE LCO FUNCTIONS,7495.94,Health,85121251
THE PENNINE ACUTE HOSPITALS NHS TRUST,PURCHASE OF FURNITURE AND EQUIPMENT,ADULT CARE LCO FUNCTIONS,9358.22,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,6666.64,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,475910,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,500972,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,19999.9,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,30000,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,19999.9,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,AGENCY STAFF,ADULT CARE LCO FUNCTIONS,44400,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,SERVICE LEVEL AGREEMENTS,ADULT CARE LCO FUNCTIONS,48000,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,921444,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,460722,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,460722,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,502947,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469167,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,538674,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,469637,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,539205,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,475910,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,475910,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,475910,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,CONTRACTS,BETTER CARE FUND POOLED BUDGET,475910,Health,85000000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE PENNINE ACUTE HOSPITALS NHS TRUST,INDEPENDENT UNITS,BETTER CARE FUND POOLED BUDGET,488440,Media,32410000
THE ROYAL NATIONAL COLLEGE FOR THE BLIND,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,11565.7,Food,55520000
THE ROYAL NATIONAL COLLEGE FOR THE BLIND,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,11656.7,Food,55520000
THE ROYAL NATIONAL COLLEGE FOR THE BLIND,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,11656.7,Food,55520000
THE ROYAL NATIONAL COLLEGE FOR THE BLIND,OTHER EST - SEN PROVISION,EARLY HELP AND SCHOOLS,23313.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8828.33,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8745.88,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,13495.1,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,16038.8,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12659,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11483.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,11044.7,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12253,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,12210,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8310.37,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8745.88,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,16038.8,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,13495.1,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,8828.33,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14432.3,Education,80000000
THE TOGETHER TRUST,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS,14827.7,Education,80000000
